,name,uuid,rarity
23955,Icefall Regent,e553dbd0-5a4a-5f61-8492-8113083618ce,rare
23956,Illusory Gains,c56fd790-cb53-5c52-90e0-23a2a8e4b9be,rare
23957,Learn from the Past,f4b40b83-6490-5fe9-b311-1242c6769fb2,uncommon
23958,Living Lore,396b6a60-0838-542b-b53c-41ea392b170b,rare
23959,Mirror Mockery,2f7b8b4c-bf93-5cdd-af42-36ccd4f9ef8a,rare
23960,Monastery Loremaster,c671e400-5783-5c77-8c50-b2610009b8ce,common
23961,Mystic Meditation,b4a53e0a-812c-557c-b567-b62b45b8493d,common
23963,Ojutai Interceptor,89725140-e439-56aa-bea1-ecaa0f041ab6,common
23964,Ojutai's Breath,4e207e89-95cb-5778-bd33-23855a76a6f1,common
23965,Ojutai's Summons,a29c3ae7-525b-5da5-9e56-63e1f53f3817,common
23966,Palace Familiar,085e9948-570d-5b12-977d-1bdbb6ca6a68,common
23967,Profaner of the Dead,551df7ec-f2ad-54e7-82f0-a1454e80c9f3,rare
23968,Qarsi Deceiver,7a6f9cc5-336a-5abf-baff-918fffd7a6a9,uncommon
23969,Reduce in Stature,eb8bb124-6e5a-5319-9b98-8c0bfb9ac383,common
23970,Shorecrasher Elemental,f292e1b2-420b-5dba-abb7-fbcb82578ebc,mythic
23971,Sidisi's Faithful,e0b0e245-513f-5b98-b005-34db5cfbacad,common
23972,Sight Beyond Sight,d263f475-4097-5e81-9a84-1f4d981c04da,uncommon
23973,Silumgar Sorcerer,cce6b1ba-959b-590e-8ccf-834f73276a75,uncommon
23974,Silumgar Spell-Eater,1ec07d11-5b1e-5c7e-aef8-b6baf4d18b0f,uncommon
23975,Silumgar's Scorn,147a03d4-f5cb-5aa2-962f-d73b63cc4565,uncommon
23976,Skywise Teachings,59ba3abe-5f2a-54ec-82d7-cbdff833f98a,uncommon
23978,Taigam's Strike,f68feeb8-69fd-5c0c-ba19-2b0465ebd9aa,common
23979,Updraft Elemental,957c93f1-b13f-5319-a5c6-0fda7db0ad50,common
23980,Void Squall,6c82ab9e-4d63-5fe3-98e8-6a6dd6bedcd0,uncommon
23981,Youthful Scholar,8c5c7160-5307-590b-85f2-8d79110dcc26,uncommon
23982,Zephyr Scribe,3df60f70-7923-5e0a-a605-8c141afef475,common
23983,Acid-Spewer Dragon,72d82ff2-b291-5d85-959a-775b45a73d4d,uncommon
23984,Ambuscade Shaman,e5b5fe8c-3ea4-5cec-b912-f27d1c82783b,uncommon
23985,Blood-Chin Fanatic,d4f2bf65-292d-5d2e-bc23-17ce18cbc9a9,rare
23986,Blood-Chin Rager,784398fe-7e6e-5a8c-84b4-7a66ca720e90,uncommon
23987,Butcher's Glee,ebdd3b42-869f-597d-8d52-b51bf9f72525,common
23988,Coat with Venom,887a0f7b-6780-5c06-a378-b202c58904b3,common
23989,Corpseweft,f4ab3542-486f-5e01-885d-8054ce7379a5,rare
23991,Deadly Wanderings,45300689-e5e8-5c2f-9042-347115a61997,uncommon
23992,Death Wind,b25b3ceb-1e37-58f4-9cb4-7a8d6d1135b0,uncommon
23994,Defeat,45c339f6-9fff-522c-b3c4-79e9c2e9ceda,common
23996,Dutiful Attendant,cf00ae72-a075-53cb-b38d-037099660889,common
23997,Flatten,9fcf6cdf-8ec4-5d33-aa4b-f17820431c7c,common
23998,Foul Renewal,be35f0a0-8398-52bf-998b-1670c7c71dc4,rare
23999,Foul-Tongue Invocation,25b5ba4d-7c10-5536-88f3-b669ef810294,uncommon
24000,Foul-Tongue Shriek,e145effd-0976-5718-8b86-b7fe237742ce,common
24004,Kolaghan Skirmisher,291600cd-0030-530c-822d-ee16775267f4,common
24005,Marang River Skeleton,da7c0ac9-0cad-5e26-b414-86af8f74f24d,uncommon
24006,Marsh Hulk,65992b70-b107-5d88-ba90-422eb29bd496,common
24008,Minister of Pain,d2f96402-a6e9-5cc0-86ae-ddf9c9d49805,uncommon
24009,Pitiless Horde,a32a062b-ceca-56d1-8e45-8a9bbb170a76,rare
24010,Qarsi Sadist,9313d685-4234-5af4-852f-e96af9ac9ce1,common
24011,Rakshasa Gravecaller,35e233d8-aa10-553f-8e8e-cfe73d1de30a,uncommon
24012,Reckless Imp,9bf23f81-112e-5fbf-a040-eec0287e6183,common
24013,Risen Executioner,04c12079-03c8-537b-804c-fd21131bcd6c,mythic
24014,Self-Inflicted Wound,ff92bcfa-c897-5059-a06c-8f0f74585826,uncommon
24016,Sibsig Icebreakers,08c49f94-ded9-5ee1-a590-8cfab1d41698,common
24017,"Sidisi, Undead Vizier",e93dd219-9064-5f86-8028-a965fc759074,rare
24019,Silumgar Butcher,68dbd7d5-2b87-5d3a-8856-68136af7d9a9,common
24020,Ukud Cobra,2fb3c544-8099-5ada-b51f-7f885604fb7d,uncommon
24021,Ultimate Price,465fe5b5-cd45-57ed-94cc-0340ba11b607,uncommon
24022,Virulent Plague,44c604e1-aa40-5bbc-90ed-cf1306fe7906,uncommon
24023,Vulturous Aven,d057cdee-e74f-5d30-90ed-98a1e1243f38,common
24024,Wandering Tombshell,60fc623f-b7a0-5d0b-aefc-7eae1f917153,common
24025,Atarka Efreet,675300d6-d129-54ca-87fa-896252ef6a7c,common
24026,Atarka Pummeler,22073797-733a-55af-9687-719d6b66d807,uncommon
24027,Berserkers' Onslaught,c06e8d97-01f2-51dd-b754-e5e9402c33cb,rare
24029,Crater Elemental,8c414afd-1f6c-54b4-9c23-16559ba0ce1e,rare
24030,Descent of the Dragons,d398f15b-66df-5e2f-a8a0-c592c08ae4f7,mythic
24031,Draconic Roar,7ffa4b7d-0b6e-52e2-a302-e3d38e36ccd4,uncommon
24034,Dragon Whisperer,c2c10853-c5e0-5e6f-93cc-2096cc89056b,mythic
24036,Hardened Berserker,8969fa11-9502-5ed2-9da0-0e5ec676ca6b,common
24037,Impact Tremors,a48f295e-926f-52ac-9c4b-79210825eb5b,common
24038,Ire Shaman,50cbb70e-c47f-55ab-8d46-3d198e3d8ee7,rare
24039,Kindled Fury,c403767d-12d1-5121-bc31-059ab237ac16,common
24040,Kolaghan Aspirant,801290e4-9d0e-5170-b374-1672f1317ff2,common
24041,Kolaghan Forerunners,4e51d7cc-06c3-5344-9d66-38d3550d999a,uncommon
24042,Kolaghan Stormsinger,04a64196-ad9b-5b24-aa57-8ed7351e692e,common
24043,Lightning Berserker,202e7336-8271-5124-8691-e0811800de19,uncommon
24044,Lose Calm,b92ab86e-407c-5f5c-98af-861ede027586,common
24045,Magmatic Chasm,16faf6b2-986f-5c8b-b9ce-bb68690c4f53,common
24046,Qal Sisma Behemoth,c276a7bc-e17f-5f85-829f-566d18dd8db7,uncommon
24047,Rending Volley,7a28a0d6-2615-571a-85bc-670d48b118a3,uncommon
24048,Roast,4d2cb13b-45d0-5b3f-b23c-73e1daab5dd4,uncommon
24049,Sabertooth Outrider,4a694867-c243-5b48-9fff-92cd82077f10,common
24050,Sarkhan's Rage,22d1228a-d991-57db-84a3-09b95b498e72,common
24051,Sarkhan's Triumph,1b00a79d-bbf3-5cbb-af72-93ffdd952f93,uncommon
24052,Screamreach Brawler,289c7605-f989-5228-8b05-dae35deb028b,common
24053,Seismic Rupture,de8c701e-0edc-5888-abc9-1cbe74dd4c32,uncommon
24054,Sprinting Warbrute,23a929a5-24c7-547b-ac73-7a8a431df97c,common
24055,Stormcrag Elemental,72a1cdcb-6e6b-5c9f-b9c6-2a6d728b9512,uncommon
24056,Stormwing Dragon,90c7b7d1-ddd8-56c1-9507-1a80a3cf3712,uncommon
24057,Summit Prowler,4ec4444f-7974-5899-97f1-62b89e57af7f,common
24058,Tail Slash,0d1901c8-be1d-5c19-89a6-ab5ca468899b,common
24062,Vandalize,2d8e2765-663c-5d5e-9230-8adba6ef56a6,common
24063,Volcanic Rush,05090b72-d93d-5ed7-9ed1-6c4b32c56b06,common
24065,Warbringer,81958944-47d3-5bae-8dfe-2932480617e5,uncommon
24066,Zurgo Bellstriker,d9dafe58-eb88-51b1-a8c2-9dbbbb8996d4,rare
24067,Aerie Bowmasters,311c8827-9716-5cd3-bcea-b22b19bf12e2,common
24068,Ainok Artillerist,69680809-ead1-58b0-a5d1-184fc3ff3ff5,common
24069,Ainok Survivalist,b529f002-78e0-590f-b93e-3f617e0b2e0e,uncommon
24070,Assault Formation,3dfafd08-a501-5b05-bce5-4a68ad9b7661,rare
24071,Atarka Beastbreaker,d56c5296-487e-5f8f-b9e2-5fdb7e8e02c5,common
24072,Avatar of the Resolute,7acb34f6-e5ab-5038-b2f4-c2b5fdf53a21,rare
24073,Circle of Elders,7566cd94-7685-5731-9a83-1e01160c940f,uncommon
24075,Colossodon Yearling,c29c27af-8562-5ea9-8add-dd68bb712ce5,common
24076,Conifer Strider,fdf5f7bc-5c8b-5afb-873b-f45e3a2d18a7,common
24079,Display of Dominance,55a1cf60-3603-5905-bf05-219c768eba2b,uncommon
24080,Dragon-Scarred Bear,f7acdd49-5c69-51bb-ab95-7c079e342a0b,common
24081,Dromoka's Gift,ddd4ba0b-9563-52de-a51a-fc88b8eec35e,uncommon
24084,Foe-Razer Regent,123c5197-b92e-575c-9311-04502da331bc,rare
24085,Glade Watcher,bc3d268c-b8ec-54b5-80a5-b8cec49ad823,common
24086,Guardian Shield-Bearer,8d5bc2d4-8af8-59b9-894a-fde80937ca56,common
24087,Herdchaser Dragon,20927d62-9876-59cd-b5de-775c7441cedb,uncommon
24089,Lurking Arynx,a5f115c7-d4fa-584f-b5c3-2867393a7b78,uncommon
24091,Obscuring Aether,c502e065-1e3a-5c94-9bcf-fc2dbeaae3d0,rare
24092,Pinion Feast,4a323985-63c1-5b1c-bfe4-31289eb3de39,common
24093,Press the Advantage,98f0b41f-c2b6-5f9f-bcc3-a4f8a992aa0c,uncommon
24094,Revealing Wind,11648354-262f-5300-8efd-c9613cfa0188,common
24095,Salt Road Ambushers,bd09d604-47f9-50c5-8779-c9360b7ac7aa,uncommon
24096,Salt Road Quartermasters,914a442e-1ff9-573b-88ae-e981fc21e29c,uncommon
24097,Sandsteppe Scavenger,8f15960f-74fa-5442-ad6a-a7638cce4a5a,common
24098,Scaleguard Sentinels,44af609b-be23-506b-afce-756ce9f2467f,uncommon
24099,Segmented Krotiq,47729619-522d-5cc2-96e9-9d16c28d4e9d,common
24100,Servant of the Scale,49d4efff-351d-57ed-b8a2-38487f002f5a,common
24101,Shaman of Forgotten Ways,368a0177-98c1-5a8c-947b-6203b3bd9aa7,mythic
24102,Shape the Sands,5ce0074c-f60f-5383-8a34-9d4ae9b4324a,common
24103,Sheltered Aerie,275520f7-d43a-5d71-96c4-850e085d93e6,common
24104,Sight of the Scalelords,b80ba665-148c-5362-a3bd-1001151c9625,uncommon
24105,Stampeding Elk Herd,8afec94e-8803-5fc9-9aec-6c8e21cb3946,common
24106,Sunbringer's Touch,024c688c-0c0b-56b2-b0f0-6f6880de8970,rare
24107,"Surrak, the Hunt Caller",bf1aa40c-243a-50f3-8f2c-da18f94059f2,rare
24108,Tread Upon,3f357928-9abc-5025-a481-c6c51feb89a2,common
24109,Arashin Sovereign,4d7b91cc-43b0-5c95-8c42-6fb50bd5e5e8,rare
24111,Boltwing Marauder,bfb6c1dd-5f97-5aae-a50f-8e81c58a00fb,rare
24112,Cunning Breezedancer,993fb839-ac31-5765-8f84-4cbd385f48f5,uncommon
24113,Dragonlord Atarka,bb56cadb-a79f-54d7-92a0-d4f05ee68582,mythic
24115,Dragonlord Kolaghan,7c4369ad-9aa4-50c1-83b1-008ebc730658,mythic
24116,Dragonlord Ojutai,db22b048-ecbd-5498-b187-b0ea184f9cdb,mythic
24120,Harbinger of the Hunt,f6d17a8a-3daa-53fa-803a-7a22378c4cc9,rare
24122,Narset Transcendent,c32d309f-650c-5fae-8bd5-0b22b9aa5951,mythic
24123,Necromaster Dragon,ee821486-d569-56f0-ae85-6c376fcc7d1e,rare
24124,Ojutai's Command,25a056dc-64cc-540a-b534-a238f042bf2e,rare
24126,Ruthless Deathfang,e81209bf-37fd-5d9c-a7fd-ad34d60cac97,uncommon
24127,Sarkhan Unbroken,6da2f85a-8119-5e63-b89e-c330cb7e8ed5,mythic
24130,Swift Warkite,54cc72be-7e37-56b4-8146-b3ad637b29f7,uncommon
24131,Ancestral Statue,3eafb831-32f7-5dc2-8f8e-4e794c29b511,common
24132,Atarka Monument,0a1959a6-0db0-509e-b5dd-195e9aae4290,uncommon
24133,Custodian of the Trove,2fae3294-3f9d-5dec-b7ee-5105b36c897e,common
24134,Dragonloft Idol,c174d8a1-191e-5bdb-8144-d903e645b397,uncommon
24135,Dromoka Monument,9b4274c3-173e-51bd-9abe-ea8223d357f3,uncommon
24136,Gate Smasher,3d81011f-defe-519e-8bde-03dd1ad9f6d4,uncommon
24137,Keeper of the Lens,1d377c83-74b6-58d0-8abd-a13f38adc9d3,common
24138,Kolaghan Monument,9df978d1-61fc-59e5-b8ca-3b5b9926b41a,uncommon
24139,Ojutai Monument,55792f05-92bf-5592-a9bc-9547870916b7,uncommon
24140,Silumgar Monument,f69445e6-4110-5362-8517-e91d42031858,uncommon
24141,Spidersilk Net,3692b236-308a-5f4a-87be-ae96bb3c7a85,common
24142,Stormrider Rig,066b9133-196d-5c15-b8c9-9bb61fc637b3,uncommon
24143,Tapestry of the Ages,5a334c91-4a89-58d8-b04a-449d40d9373a,uncommon
24144,Vial of Dragonfire,0d146a66-1402-531e-9bad-ad0fcdef32f2,common
24224,Aegis Angel,6d6582d9-d983-50bb-bc0b-b7292f0b8950,rare
24226,Anointer of Champions,62d21e64-decd-51a6-a3db-57bfdf35eb7c,uncommon
24231,Fiendslayer Paladin,a0d3bb9b-e090-5613-8479-73ddaab8e481,rare
24233,Gideon Jura,a7c1a0bd-95c1-5886-931a-baddee9ea5d0,mythic
24234,Gideon's Lawkeeper,df7d6728-ffb8-5d9d-9260-06e794fac52d,common
24236,Grasp of the Hieromancer,ba713ea8-3492-5638-ae8b-2a4f4cc0d4d7,common
24237,Lightwielder Paladin,e5677def-6c2b-5096-84b8-3cd5bf9e5bb6,rare
24242,Relief Captain,49e47fd8-9a7d-5e71-b330-c5ed7d6c1291,uncommon
24253,Windrider Eel,d36d9c46-e270-5996-9ded-2395b6965857,common
24254,Archfiend of Depravity,408f687e-b257-562c-a510-c5ed4f167c28,rare
24267,Chandra's Phoenix,cb3ce515-cf55-5840-95f5-2997e4a07682,rare
24278,Obsidian Fireheart,3b85cc58-0c54-52f1-8b3f-445843b35936,mythic
24279,Searing Spear,465a027f-36ab-50a6-9e2a-626e1438bc37,common
24280,Skarrgan Firebird,815c8cdc-3a53-5550-a669-a9a10346fea8,uncommon
24281,Stormblood Berserker,107144be-c971-5132-ba73-5eb7624a0bd2,uncommon
24291,"Nissa, Worldwaker",ed7f4ce6-1414-5c93-8646-322d71c2a752,mythic
24300,Vastwood Zendikon,74930809-cadd-5161-b19e-91875564f8d2,common
24306,Dreadbore,946cdee7-ee18-5193-afb6-68c5d6c82b3d,rare
24310,Soul Ransom,99afebcc-1af9-5def-91eb-aedbff42d202,uncommon
24317,Drowned Catacomb,00854f89-c774-5790-a75f-3c224db33fc3,rare
24319,Smoldering Spires,bf14df38-c40c-587a-aa42-fa544e397d4f,common
24331,Day of Judgment,9c94256b-c0bb-5194-ad85-21fd2b156890,rare
24334,Veteran's Reflexes,ececd25e-baf4-5045-afb3-d662893136e2,common
24341,Time Warp,eac40af8-14dc-5e57-9e8a-8c72f3cccd4f,mythic
24353,Vampire Noble,622ca9d0-6732-5969-9901-28f7ca3bfbb7,common
24354,Aggravated Assault,9f410d08-6393-582c-82d0-018cf96792d0,rare
24357,Rush of Adrenaline,e1d26a2a-9227-5a8a-abbb-4dd9318ce3bd,common
24377,Favored Hoplite,cc7fda18-0ed1-5d79-8f50-b2a0b43c4fc2,uncommon
24378,Rally the Ancestors,523ccb72-6dc5-5cd8-8f8c-9b24b0715d0a,rare
24379,Ensoul Artifact,5e941a24-a20c-5b89-a3af-81eb20b27997,uncommon
24380,Mausoleum Wanderer,c37075f9-4cfc-5650-8ae8-5bdb7159662f,rare
24381,"Kalitas, Traitor of Ghet",e0065808-1e9c-50bb-bb52-ef778dcec3cc,mythic
24383,Tainted Remedy,e34fd434-226a-500b-8ac4-4564b3cdc1f4,rare
24388,Back to Nature,050ccfd4-ec58-53b6-a738-1f9c99c0efcf,uncommon
24390,Tireless Tracker,eee4b855-b92d-5fe0-ad0b-1b36ed727ab3,rare
24391,Battlewise Hoplite,9adab84b-f63c-521a-8130-09aa50589db9,uncommon
24392,Siege Rhino,396dde85-de8c-537b-bb32-20d44d195e76,rare
24393,Slaughter Games,ee205a27-1de5-5bc3-98ce-907125a2cfef,rare
24395,Hangarback Walker,32b15bae-6a94-5574-9809-a182b2e2f71f,rare
24397,"Kozilek, the Great Distortion",7646587e-1089-5c47-8896-386cc02c8b8d,mythic
24398,Matter Reshaper,986371fe-f3eb-5c80-90af-06a1b16eab92,rare
24399,Thought-Knot Seer,5139a024-3dbc-5117-a8b3-0ef32fc7ba3c,rare
24402,Eldrazi Displacer,9bdb4e91-2b6f-5ea7-bc7c-d2adf1fb83c3,rare
24403,Ethereal Armor,4fae359f-52cf-5350-8763-feef041295a8,common
24404,Soldier of the Pantheon,686310a7-75f7-56ad-a4bd-8564825797f8,rare
24409,Fiery Impulse,adee9a74-52de-501c-9e42-379855b5c1a8,common
24412,Nylea's Presence,bf13238b-a745-58a0-938e-5e3eb5333fdc,common
24414,World Breaker,0ca51084-78b5-5971-ab25-729854a8c21c,mythic
24415,Reflector Mage,541c3f9a-527b-5456-ac41-2c168f631ee9,uncommon
24416,Shaman of the Pack,e9e2f534-ba0e-5483-94fc-b5d459387bd4,uncommon
24417,Sliver Hivelord,e31febb4-a843-5845-8daa-584894df35c7,mythic
24418,Mana Confluence,cec03688-e97f-5531-b288-c8e25d1bec44,rare
24420,"Nykthos, Shrine to Nyx",08e20421-92d7-5536-970f-022627409c74,rare
24421,Wastes,5423e948-f3a3-50bf-8a6e-c027e7393884,common
24422,Acclaimed Contender,7ebde572-911a-5ce4-a607-fe21718e01e0,rare
24423,All That Glitters,f045cc48-0343-50fe-8298-8b862cea93bf,uncommon
24424,Archon of Absolution,53ff6480-29a3-564c-8006-baea54baf120,uncommon
24425,Ardenvale Paladin,aaea1863-e4d3-5686-acfe-95f4dfac4bc3,common
24426,Ardenvale Tactician // Dizzying Swoop,387eb117-53ec-5272-b887-9ac2b3221bf9,common
24427,Ardenvale Tactician // Dizzying Swoop,345c03f4-4667-55e3-bf82-c53a360a1675,common
24428,Bartered Cow,2e70ab93-91d9-5b1b-9da5-0b0fbc33a36c,common
24429,Beloved Princess,deadf543-11a5-5b9f-8960-c4a3cbd5bac8,common
24430,Charming Prince,51a8ed36-1e45-5c6b-9417-a237507b3b4c,rare
24432,Deafening Silence,966e7d05-c334-546e-b610-749ea04e84f1,uncommon
24433,Faerie Guidemother // Gift of the Fae,9e5550cb-10e1-59ca-b5c7-435c3dc263fd,common
24434,Faerie Guidemother // Gift of the Fae,87571e42-2272-5c7a-9d6b-1e1156b0f840,common
24435,Flutterfox,db73594f-d131-5b59-8f82-c5a1f4c94b1d,common
24436,Fortifying Provisions,54d3da09-0dfe-5e35-a33b-2aea643d8651,common
24437,Giant Killer // Chop Down,91680403-7ed7-5c5a-8f38-b2005200e27a,rare
24438,Giant Killer // Chop Down,6322919e-dd2c-5ca6-9408-fecd46c33671,rare
24439,Glass Casket,1b262ddb-de89-5a53-983f-8d6e3d983dc5,uncommon
24440,Happily Ever After,ddca76fa-b633-56fb-9503-e4117d19e58a,rare
24441,Harmonious Archon,1922fc6f-2bec-5803-aa7a-3f8132d01a43,mythic
24442,Hushbringer,3d05d919-983b-5efa-a65a-a429f6f2529f,rare
24443,Knight of the Keep,83b512cf-106c-5461-a31a-f8c842583409,common
24444,"Linden, the Steadfast Queen",83bba8bd-dc90-5739-ba31-df347823775e,rare
24445,Lonesome Unicorn // Rider in Need,5c7667ca-4006-532b-a8b5-eb9dcdd841f0,common
24446,Lonesome Unicorn // Rider in Need,56effca8-14d7-5489-8bf6-e308c1314c64,common
24447,Mysterious Pathlighter,451f195e-d557-50cc-ae0b-39dc7c099239,uncommon
24448,Outflank,b2cd346d-f5c5-5246-99e2-270b865502c8,common
24449,Prized Griffin,4c953c2a-76b6-53ed-851c-aefe087e111c,common
24450,Rally for the Throne,805f103f-c18b-5dd0-a69e-afa38e2ea3d3,uncommon
24454,Shepherd of the Flock // Usher to Safety,1dddec28-ae0e-512e-a8a8-e93e1606fb8a,uncommon
24455,Shepherd of the Flock // Usher to Safety,8580848d-5d70-5f53-966f-2c0979f71e02,uncommon
24456,Shining Armor,161c939a-5d1b-5331-959a-b2a3417f7547,common
24457,Silverflame Ritual,073b5d29-9abc-56d4-b503-844d87776846,common
24458,Silverflame Squire // On Alert,bc7f6a84-51f1-5f5b-af14-ec1719cebb05,common
24459,Silverflame Squire // On Alert,f5bbbeae-e0b7-50e2-8666-197c3831aa8d,common
24460,"Syr Alin, the Lion's Claw",714b9b3c-2d29-559d-8060-e872a04282cc,uncommon
24461,Trapped in the Tower,ed77de73-efcb-564f-931b-8fea1f03b36e,common
24462,True Love's Kiss,62c672b0-87f3-5e93-a9b8-d9de6013926a,common
24463,Venerable Knight,a25e879a-579b-59fd-b069-4deff1f0aca8,uncommon
24464,Worthy Knight,4b50fe89-fa8b-5e05-9fa9-586c5b67f9fd,rare
24466,Animating Faerie // Bring to Life,b4fa27bb-bf91-5c50-b22d-9d5656230820,uncommon
24467,Animating Faerie // Bring to Life,dfd33ae1-2d4e-570e-b5ed-85704ba766db,uncommon
24468,Brazen Borrower // Petty Theft,51c8a322-0601-51ed-b5f9-bebb5d97b5d9,mythic
24469,Brazen Borrower // Petty Theft,6d05f540-87ee-53cb-b9ae-dcb9d1ff8844,mythic
24472,Didn't Say Please,fbf9e0ad-f134-57b6-b4a4-929f78887993,common
24474,Fae of Wishes // Granted,c02816a4-59bf-5549-b5c7-59b86c760f6e,rare
24475,Fae of Wishes // Granted,bb837ff4-f864-52e5-a244-eb416d598986,rare
24476,Faerie Vandal,1f36d944-7a4b-5fdf-8c17-63e550a58c0a,uncommon
24477,Folio of Fancies,c5bdfd03-bf15-5ce3-9729-fd38098f5362,rare
24478,Frogify,5d15164e-fdd8-55f0-a4f9-1a88207b9c34,uncommon
24480,Hypnotic Sprite // Mesmeric Glare,57214924-fcae-54b4-a6e6-0b9ffe18897d,uncommon
24481,Hypnotic Sprite // Mesmeric Glare,c5652c2c-a4ff-58e4-a8e1-eb4f7cfffe2e,uncommon
24482,Into the Story,d58d86a0-c935-5432-b26c-e8dca90e771e,uncommon
24483,The Magic Mirror,30c1cb26-cafa-565d-a597-5f226e8cf708,mythic
24484,Mantle of Tides,9cef53d2-7445-5fc0-8b4d-85f1a30bdbbc,common
24485,Merfolk Secretkeeper // Venture Deeper,2af500fe-ae8a-58c9-8cbe-9f4491fce2cf,common
24486,Merfolk Secretkeeper // Venture Deeper,31468d7c-d6d2-55d4-80b3-661261e1eb69,common
24488,Mirrormade,54b1fa21-a848-51a5-aec8-63b087cced26,rare
24489,Mistford River Turtle,7ae19a7e-8232-5558-a377-6f57242ce9a4,common
24490,Moonlit Scavengers,4425f1f0-f882-5eaf-a778-179a19cf963e,common
24491,Mystical Dispute,5651bd95-cb41-5266-8654-93707f0c4f9a,uncommon
24493,Overwhelmed Apprentice,55aefaee-be7d-52f8-a75a-8518a348ffc8,uncommon
24494,Queen of Ice // Rage of Winter,a86a55eb-9812-530b-9618-92eb860c2e7c,common
24495,Queen of Ice // Rage of Winter,97f40d3e-37a6-5923-8387-52e5fe12e8f0,common
24497,Sage of the Falls,aa7f274a-6812-5560-b5de-9263df65e0bf,uncommon
24498,So Tiny,dc1ec750-ccef-5538-a559-0dce7969741a,common
24499,Steelgaze Griffin,ab73b88e-b751-57d7-958c-6edb6d97f80a,common
24500,Stolen by the Fae,ed815b0b-76c6-5a95-bae8-f4d29130c55a,rare
24501,"Syr Elenora, the Discerning",e0fb0b08-1121-5a60-9115-4edde0db4ce8,uncommon
24502,Tome Raider,e739f8b6-e4e2-5208-bf52-8b8088c5ae3d,common
24503,Turn into a Pumpkin,ac08f109-cef3-5819-ba32-583086587870,uncommon
24504,Unexplained Vision,d0e4c4f4-1432-527e-ac41-34b2fcb4fe96,common
24505,Vantress Gargoyle,30e7a954-da07-5e47-92f3-53abf5b21296,rare
24506,Vantress Paladin,7d2b6618-87c5-52bd-a787-1024d040eea6,common
24507,Wishful Merfolk,626d95b7-56c7-5b24-99e3-baba831fc708,common
24508,Witching Well,b55ab864-594e-5942-ae07-253cd2973b8a,common
24509,"Ayara, First of Locthwain",c699a4f4-1295-5cce-89d4-e7c0fda5a1b5,rare
24510,Bake into a Pie,ca7c4ece-bea2-52fb-b56e-e3ceecf18a4c,common
24511,Barrow Witches,179d04be-61ce-5152-bb33-c4ada8c11771,common
24512,Belle of the Brawl,804f8427-d707-5bfc-8fa4-b9b8459763ba,uncommon
24513,Blacklance Paragon,1854518a-e0c9-54c8-ae5d-4c3448793a78,rare
24514,Bog Naughty,bd247c88-9207-5d60-9033-330ab0a2594e,uncommon
24515,Cauldron Familiar,a18b87d1-223f-5c9f-983f-df9a2df5d40d,uncommon
24516,A-Cauldron Familiar,23e842fa-e9b9-5d2f-8f9f-9fe27b81c371,uncommon
24517,The Cauldron of Eternity,ab5b6ad3-3d04-552e-8310-c1b83d41ecb7,mythic
24518,Cauldron's Gift,92e12af9-81f7-53c4-ab48-bcaa708da3d5,uncommon
24519,Clackbridge Troll,ca832926-1143-5474-93f5-93aa7b75ea8a,rare
24520,Epic Downfall,10939fcd-ecb1-51b0-9d0d-4a342a446cd5,uncommon
24521,Eye Collector,406ca902-1edc-57f7-b93c-66871e97f144,common
24522,Festive Funeral,cb8a0180-b10a-5a37-8b7a-4290fd69af3d,common
24523,Foreboding Fruit,06e89b89-704a-5bed-a7d1-c2ac9ab2d14e,common
24524,Forever Young,5fcecdd6-f114-5515-9a86-62fc4074c0a5,common
24525,Foulmire Knight // Profane Insight,981642e0-5519-5928-95d6-c1a838185583,uncommon
24526,Foulmire Knight // Profane Insight,79fca063-ad37-5261-9a73-feab8e20f045,uncommon
24527,Giant's Skewer,65a9a6aa-8209-524c-9c9f-986e67c17db4,common
24528,Lash of Thorns,a99e9a94-d585-50c1-82c2-01b3af5ee46f,common
24529,Locthwain Paladin,0aff230e-db52-528b-b87f-4187ed9fb494,common
24530,Lost Legion,a5837977-dd65-5900-beed-b2159f4a5b68,common
24531,Malevolent Noble,59ede61d-f18d-562c-b013-a12e2889af5e,common
24532,Memory Theft,d0636f61-06a4-517c-8778-678c421c6076,common
24533,Murderous Rider // Swift End,1583e21a-84a4-5299-b3aa-ab4dec02d2e7,rare
24534,Murderous Rider // Swift End,7d27e18f-6ffa-5328-a13b-dfb41a2f0109,rare
24535,Oathsworn Knight,78db89fe-e6e4-502e-9571-11e131189fb9,rare
24536,Order of Midnight // Alter Fate,a9879e18-ba17-5577-b5da-7e6b433804b7,uncommon
24537,Order of Midnight // Alter Fate,c45098e6-b676-5758-ac75-f83d41fe7afa,uncommon
24539,"Rankle, Master of Pranks",27e99eca-011b-5569-b836-ee0b50b33e55,mythic
24540,Reaper of Night // Harvest Fear,223aa9a5-a95c-53fd-bdd2-aee24b7fa7cc,common
24541,Reaper of Night // Harvest Fear,57d7d404-cb16-591a-97e6-43a71d32701c,common
24542,Reave Soul,0d475c4c-74c6-57d7-ad62-d5dde25e7612,common
24543,Revenge of Ravens,f6e03176-0962-590d-885e-627b93867f0d,uncommon
24544,Smitten Swordmaster // Curry Favor,8c533a75-2816-5c2e-8f1d-79610a7bc06a,common
