name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Hellkite Punisher,['R'],['R'],7.0,13645.0,['Flying'],6,['Dragon'],"Flying
{R}: Hellkite Punisher gets +1/+0 until end of turn.",['Creature']
Hellkite Whelp,['R'],['R'],5.0,15733.0,['Flying'],3,['Dragon'],"Flying
Whenever Hellkite Whelp attacks, it deals 1 damage to target creature defending player controls.",['Creature']
Hellrider,['R'],['R'],4.0,2154.0,['Haste'],3,['Devil'],"Haste
Whenever a creature you control attacks, Hellrider deals 1 damage to the player or planeswalker it's attacking.",['Creature']
Hellspark Elemental,['R'],['R'],2.0,13177.0,"['Haste', 'Trample', 'Unearth']",3,['Elemental'],"Trample, haste
At the beginning of the end step, sacrifice Hellspark Elemental.
Unearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",['Creature']
Helm of Kaldra,[],[],3.0,7640.0,['Equip'],,['Equipment'],"Equipped creature has first strike, trample, and haste.
{1}: If you control Equipment named Helm of Kaldra, Sword of Kaldra, and Shield of Kaldra, create Kaldra, a legendary 4/4 colorless Avatar creature token. Attach those Equipment to it.
Equip {2}",['Artifact']
Helm of Possession,[],[],4.0,8987.0,nan,,[],"You may choose not to untap Helm of Possession during your untap step.
{2}, {T}, Sacrifice a creature: Gain control of target creature for as long as you control Helm of Possession and Helm of Possession remains tapped.",['Artifact']
Helm of the Ghastlord,"['B', 'U']","['B', 'U']",4.0,10467.0,['Enchant'],,['Aura'],"Enchant creature
As long as enchanted creature is blue, it gets +1/+1 and has ""Whenever this creature deals damage to an opponent, draw a card.""
As long as enchanted creature is black, it gets +1/+1 and has ""Whenever this creature deals damage to an opponent, that player discards a card.""",['Enchantment']
Helm of the Gods,[],[],1.0,2392.0,['Equip'],,['Equipment'],"Equipped creature gets +1/+1 for each enchantment you control.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",['Artifact']
Helm of the Host,[],[],4.0,399.0,['Equip'],,['Equipment'],"At the beginning of combat on your turn, create a token that's a copy of equipped creature, except the token isn't legendary. That token gains haste.
Equip {5}",['Artifact']
Helvault,[],[],3.0,14584.0,nan,,[],"{1}, {T}: Exile target creature you control.
{7}, {T}: Exile target creature you don't control.
When Helvault is put into a graveyard from the battlefield, return all cards exiled with it to the battlefield under their owners' control.",['Artifact']
Hematite Golem,['R'],[],4.0,23209.0,nan,1,['Golem'],{1}{R}: Hematite Golem gets +2/+0 until end of turn.,"['Artifact', 'Creature']"
Henchfiend of Ukor,"['B', 'R']",['R'],4.0,23397.0,"['Echo', 'Haste']",3,['Ogre'],"Haste
Echo {1}{B} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{B/R}: Henchfiend of Ukor gets +1/+0 until end of turn.",['Creature']
Henge Guardian,[],[],5.0,21042.0,nan,3,"['Dragon', 'Wurm']",{2}: Henge Guardian gains trample until end of turn.,"['Artifact', 'Creature']"
Henge Walker,[],[],3.0,17330.0,['Adamant'],2,['Golem'],"Adamant — If at least three mana of the same color was spent to cast this spell, Henge Walker enters the battlefield with a +1/+1 counter on it.","['Artifact', 'Creature']"
Henge of Ramos,[],[],0.0,18328.0,nan,,[],"{T}: Add {C}.
{2}, {T}: Add one mana of any color.",['Land']
Herald of Anafenza,['W'],['W'],1.0,13039.0,['Outlast'],1,"['Human', 'Soldier']","Outlast {2}{W} ({2}{W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)
Whenever you activate Herald of Anafenza's outlast ability, create a 1/1 white Warrior creature token.",['Creature']
Herald of Anguish,['B'],['B'],7.0,5429.0,"['Flying', 'Improvise']",5,['Demon'],"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Flying
At the beginning of your end step, each opponent discards a card.
{1}{B}, Sacrifice an artifact: Target creature gets -2/-2 until end of turn.",['Creature']
Herald of Dromoka,['W'],['W'],2.0,8213.0,['Vigilance'],2,"['Human', 'Warrior']","Vigilance
Other Warrior creatures you control have vigilance.",['Creature']
Herald of Faith,['W'],['W'],5.0,14990.0,['Flying'],4,['Angel'],"Flying
Whenever Herald of Faith attacks, you gain 2 life.",['Creature']
Herald of Kozilek,"['R', 'U']",[],3.0,5631.0,['Devoid'],2,"['Eldrazi', 'Drone']","Devoid (This card has no color.)
Colorless spells you cast cost {1} less to cast.",['Creature']
Herald of Serra,['W'],['W'],4.0,23153.0,"['Echo', 'Flying', 'Vigilance']",3,['Angel'],"Flying, vigilance
Echo {2}{W}{W} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)",['Creature']
Herald of Torment,['B'],['B'],3.0,12157.0,"['Bestow', 'Flying']",3,['Demon'],"Bestow {3}{B}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Flying
At the beginning of your upkeep, you lose 1 life.
Enchanted creature gets +3/+3 and has flying.","['Enchantment', 'Creature']"
Herald of War,['W'],['W'],5.0,2459.0,['Flying'],3,['Angel'],"Flying
Whenever Herald of War attacks, put a +1/+1 counter on it.
Angel spells and Human spells you cast cost {1} less to cast for each +1/+1 counter on Herald of War.",['Creature']
Herald of the Dreadhorde,['B'],['B'],4.0,12300.0,['Amass'],3,"['Zombie', 'Warrior']","When Herald of the Dreadhorde dies, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",['Creature']
Herald of the Fair,['W'],['W'],3.0,23693.0,nan,3,['Human'],"When Herald of the Fair enters the battlefield, target creature you control gets +1/+1 until end of turn.",['Creature']
Herald of the Forgotten,['W'],['W'],8.0,7993.0,['Flying'],6,"['Cat', 'Beast']","Flying
When Herald of the Forgotten enters the battlefield, if you cast it, return any number of target permanent cards with cycling abilities from your graveyard to the battlefield.",['Creature']
Herald of the Sun,['W'],['W'],6.0,17435.0,['Flying'],4,['Angel'],"Flying
{3}{W}: Put a +1/+1 counter on another target creature with flying.",['Creature']
Heraldic Banner,[],[],3.0,585.0,nan,,[],"As Heraldic Banner enters the battlefield, choose a color.
Creatures you control of the chosen color get +1/+0.
{T}: Add one mana of the chosen color.",['Artifact']
Herbal Poultice,[],[],0.0,8626.0,nan,,[],"{3}, Sacrifice Herbal Poultice: Regenerate target creature.",['Artifact']
Herdchaser Dragon,['G'],['G'],6.0,15086.0,"['Flying', 'Megamorph', 'Trample']",3,['Dragon'],"Flying, trample
Megamorph {5}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Herdchaser Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control.",['Creature']
Heretic's Punishment,['R'],['R'],5.0,16975.0,['Mill'],,[],"{3}{R}: Choose any target, then mill three cards. Heretic's Punishment deals damage to that permanent or player equal to the highest mana value among the milled cards.",['Enchantment']
Heritage Druid,['G'],['G'],1.0,3642.0,nan,1,"['Elf', 'Druid']",Tap three untapped Elves you control: Add {G}{G}{G}.,['Creature']
Hermit Druid,['G'],['G'],2.0,2752.0,nan,1,"['Human', 'Druid']","{G}, {T}: Reveal cards from the top of your library until you reveal a basic land card. Put that card into your hand and all other cards revealed this way into your graveyard.",['Creature']
Hermit Druid Avatar,[],[],0.0,,nan,,[],"At the beginning of your upkeep, put a land card from your library chosen at random onto the battlefield.",['Vanguard']
Hermit of the Natterknolls // Lone Wolf of the Natterknolls,['G'],['G'],3.0,5713.0,['Transform'],2,"['Human', 'Werewolf']","Whenever an opponent casts a spell during your turn, draw a card.
At the beginning of each upkeep, if no spells were cast last turn, transform Hermit of the Natterknolls.",['Creature']
Hero of Bladehold,['W'],['W'],4.0,2291.0,['Battle Cry'],3,"['Human', 'Knight']","Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Bladehold attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",['Creature']
Hero of Goma Fada,['W'],['W'],5.0,9976.0,['Rally'],4,"['Human', 'Knight', 'Ally']","Rally — Whenever Hero of Goma Fada or another Ally enters the battlefield under your control, creatures you control gain indestructible until end of turn.",['Creature']
Hero of Iroas,['W'],['W'],2.0,5067.0,['Heroic'],2,"['Human', 'Soldier']","Aura spells you cast cost {1} less to cast.
Heroic — Whenever you cast a spell that targets Hero of Iroas, put a +1/+1 counter on Hero of Iroas.",['Creature']
Hero of Leina Tower,['G'],['G'],1.0,17634.0,['Heroic'],1,"['Human', 'Warrior']","Heroic — Whenever you cast a spell that targets Hero of Leina Tower, you may pay {X}. If you do, put X +1/+1 counters on Hero of Leina Tower.",['Creature']
Hero of Oxid Ridge,['R'],['R'],4.0,10399.0,"['Battle Cry', 'Haste']",4,"['Human', 'Knight']","Haste
Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Oxid Ridge attacks, creatures with power 1 or less can't block this turn.",['Creature']
Hero of the Nyxborn,"['R', 'W']","['R', 'W']",3.0,12646.0,nan,2,"['Human', 'Soldier']","When Hero of the Nyxborn enters the battlefield, create a 1/1 white Human Soldier creature token.
Whenever you cast a spell that targets Hero of the Nyxborn, creatures you control get +1/+0 until end of turn.","['Enchantment', 'Creature']"
Hero of the Pride,['W'],['W'],2.0,16040.0,nan,2,"['Cat', 'Soldier']","Whenever you cast a spell that targets Hero of the Pride, creatures you control get +1/+0 until end of turn.",['Creature']
Hero of the Winds,['W'],['W'],4.0,20382.0,['Flying'],1,"['Human', 'Soldier']","Flying
Whenever you cast a spell that targets Hero of the Winds, creatures you control get +1/+0 until end of turn.",['Creature']
Hero's Demise,['B'],['B'],2.0,12368.0,nan,,[],Destroy target legendary creature.,['Instant']
Heroes Remembered,['W'],['W'],9.0,15087.0,['Suspend'],,[],"You gain 20 life.
Suspend 10—{W} (Rather than cast this card from your hand, you may pay {W} and exile it with ten time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",['Sorcery']
Heroes of the Revel,['R'],['R'],5.0,14410.0,nan,4,"['Satyr', 'Soldier']","When Heroes of the Revel enters the battlefield, create a 1/1 red Satyr creature token with ""This creature can't block.""
Whenever you cast a spell that targets Heroes of the Revel, creatures you control get +1/+0 until end of turn.",['Creature']
Heroes' Bane,['G'],['G'],5.0,4758.0,nan,0,['Hydra'],"Heroes' Bane enters the battlefield with four +1/+1 counters on it.
{2}{G}{G}: Put X +1/+1 counters on Heroes' Bane, where X is its power.",['Creature']
Heroes' Podium,[],[],5.0,2571.0,nan,,[],"Each legendary creature you control gets +1/+1 for each other legendary creature you control.
{X}, {T}: Look at the top X cards of your library. You may reveal a legendary creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",['Artifact']
Heroic Defiance,['W'],['W'],2.0,23104.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets +3/+3 unless it shares a color with the most common color among all permanents or a color tied for most common.",['Enchantment']
Heroic Intervention,['G'],['G'],2.0,39.0,nan,,[],Permanents you control gain hexproof and indestructible until end of turn.,['Instant']
Heron's Grace Champion,"['G', 'W']","['G', 'W']",4.0,6210.0,"['Flash', 'Lifelink']",3,"['Human', 'Knight']","Flash
Lifelink
When Heron's Grace Champion enters the battlefield, other Humans you control get +1/+1 and gain lifelink until end of turn.",['Creature']
Hesitation,['U'],['U'],2.0,13330.0,nan,,[],"When a player casts a spell, sacrifice Hesitation and counter that spell.",['Enchantment']
Hewed Stone Retainers,[],[],3.0,20579.0,nan,4,['Golem'],Cast this spell only if you've cast another spell this turn.,"['Artifact', 'Creature']"
Hex Parasite,['B'],[],1.0,5987.0,nan,1,"['Phyrexian', 'Insect']","{X}{B/P}: Remove up to X counters from target permanent. For each counter removed this way, Hex Parasite gets +1/+0 until end of turn. ({B/P} can be paid with either {B} or 2 life.)","['Artifact', 'Creature']"
Hexdrinker,['G'],['G'],1.0,7550.0,"['Level Up', 'Protection']",2,['Snake'],"Level up {1} ({1}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 3-7
4/4
Protection from instants
LEVEL 8+
6/6
Protection from everything",['Creature']
Hibernation,['U'],['U'],3.0,13775.0,nan,,[],Return all green permanents to their owners' hands.,['Instant']
Hibernation Sliver,"['B', 'U']","['B', 'U']",2.0,4629.0,nan,2,['Sliver'],"All Slivers have ""Pay 2 life: Return this permanent to its owner's hand.""",['Creature']
Hickory Woodlot,['G'],[],0.0,6617.0,nan,,[],"Hickory Woodlot enters the battlefield tapped with two depletion counters on it.
{T}, Remove a depletion counter from Hickory Woodlot: Add {G}{G}. If there are no depletion counters on Hickory Woodlot, sacrifice it.",['Land']
Hidden Ancients,['G'],['G'],2.0,18919.0,nan,,[],"When an opponent casts an enchantment spell, if Hidden Ancients is an enchantment, Hidden Ancients becomes a 5/5 Treefolk creature.",['Enchantment']
Hidden Dragonslayer,['W'],['W'],2.0,13346.0,"['Lifelink', 'Megamorph']",2,"['Human', 'Warrior']","Lifelink
Megamorph {2}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Hidden Dragonslayer is turned face up, destroy target creature with power 4 or greater an opponent controls.",['Creature']
Hidden Gibbons,['G'],['G'],1.0,12764.0,nan,,[],"When an opponent casts an instant spell, if Hidden Gibbons is an enchantment, Hidden Gibbons becomes a 4/4 Ape creature.",['Enchantment']
Hidden Guerrillas,['G'],['G'],1.0,16693.0,nan,,[],"When an opponent casts an artifact spell, if Hidden Guerrillas is an enchantment, Hidden Guerrillas becomes a 5/3 Soldier creature with trample.",['Enchantment']
Hidden Herbalists,['G'],['G'],2.0,16116.0,['Revolt'],2,"['Human', 'Druid']","Revolt — When Hidden Herbalists enters the battlefield, if a permanent you controlled left the battlefield this turn, add {G}{G}.",['Creature']
Hidden Herd,['G'],['G'],1.0,19548.0,nan,,[],"When an opponent plays a nonbasic land, if Hidden Herd is an enchantment, Hidden Herd becomes a 3/3 Beast creature.",['Enchantment']
Hidden Horror,['B'],['B'],3.0,20821.0,nan,4,['Horror'],"When Hidden Horror enters the battlefield, sacrifice it unless you discard a creature card.",['Creature']
Hidden Predators,['G'],['G'],1.0,19787.0,nan,,[],"When an opponent controls a creature with power 4 or greater, if Hidden Predators is an enchantment, Hidden Predators becomes a 4/4 Beast creature.",['Enchantment']
Hidden Retreat,['W'],['W'],3.0,18450.0,nan,,[],Put a card from your hand on top of your library: Prevent all damage that would be dealt by target instant or sorcery spell this turn.,['Enchantment']
Hidden Spider,['G'],['G'],1.0,14455.0,nan,,[],"When an opponent casts a creature spell with flying, if Hidden Spider is an enchantment, Hidden Spider becomes a 3/5 Spider creature with reach. (It can block creatures with flying.)",['Enchantment']
Hidden Stag,['G'],['G'],2.0,20319.0,nan,,[],"Whenever an opponent plays a land, if Hidden Stag is an enchantment, Hidden Stag becomes a 3/2 Elk Beast creature.
Whenever you play a land, if Hidden Stag is a creature, Hidden Stag becomes an enchantment.",['Enchantment']
Hidden Strings,['U'],['U'],2.0,3838.0,['Cipher'],,[],"You may tap or untap target permanent, then you may tap or untap another target permanent.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",['Sorcery']
Hide // Seek,"['B', 'R', 'W']","['W', 'B']",4.0,11664.0,nan,,[],Search target opponent's library for a card and exile it. You gain life equal to its mana value. Then that player shuffles.,['Instant']
Hideous End,['B'],['B'],3.0,15596.0,nan,,[],Destroy target nonblack creature. Its controller loses 2 life.,['Instant']
Hideous Laughter,['B'],['B'],4.0,18273.0,['Splice'],,['Arcane'],"All creatures get -2/-2 until end of turn.
Splice onto Arcane {3}{B}{B} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",['Instant']
Hideous Visage,['B'],['B'],3.0,18672.0,nan,,[],Creatures you control gain intimidate until end of turn. (Each of those creatures can't be blocked except by artifact creatures and/or creatures that share a color with it.),['Sorcery']
Hieroglyphic Illumination,['U'],['U'],4.0,5088.0,['Cycling'],,[],"Draw two cards.
Cycling {U} ({U}, Discard this card: Draw a card.)",['Instant']
Hieromancer's Cage,['W'],['W'],4.0,15761.0,nan,,[],"When Hieromancer's Cage enters the battlefield, exile target nonland permanent an opponent controls until Hieromancer's Cage leaves the battlefield.",['Enchantment']
Hierophant's Chalice,[],[],3.0,10637.0,nan,,[],"When Hierophant's Chalice enters the battlefield, target opponent loses 1 life and you gain 1 life.
{T}: Add {C}.",['Artifact']
High Alert,"['U', 'W']","['U', 'W']",3.0,3689.0,nan,,[],"Each creature you control assigns combat damage equal to its toughness rather than its power.
Creatures you control can attack as though they didn't have defender.
{2}{W}{U}: Untap target creature.",['Enchantment']
High Ground,['W'],['W'],1.0,15439.0,nan,,[],Each creature you control can block an additional creature each combat.,['Enchantment']
High Seas,['U'],['U'],3.0,17987.0,nan,,[],Red creature spells and green creature spells cost {1} more to cast.,['Enchantment']
Highborn Ghoul,['B'],['B'],2.0,17365.0,['Intimidate'],2,['Zombie'],Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.),['Creature']
Highland Berserker,['R'],['R'],2.0,14167.0,nan,2,"['Human', 'Berserker', 'Ally']","Whenever Highland Berserker or another Ally enters the battlefield under your control, you may have Ally creatures you control gain first strike until end of turn.",['Creature']
Highland Game,['G'],['G'],2.0,18057.0,nan,2,['Elk'],"When Highland Game dies, you gain 2 life.",['Creature']
Highspire Artisan,['G'],['G'],3.0,18940.0,"['Fabricate', 'Reach']",0,"['Elf', 'Artificer']","Reach (This creature can block creatures with flying.)
Fabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)",['Creature']
Highspire Infusion,['G'],['G'],2.0,16407.0,nan,,[],Target creature gets +3/+3 until end of turn. You get {E}{E} (two energy counters).,['Instant']
Highspire Mantis,"['R', 'W']","['R', 'W']",4.0,19604.0,"['Flying', 'Trample']",3,['Insect'],"Flying, trample",['Creature']
Hightide Hermit,['U'],['U'],5.0,14544.0,['Defender'],4,['Crab'],"Defender
When Hightide Hermit enters the battlefield, you get {E}{E}{E}{E} (four energy counters).
Pay {E}{E}: Hightide Hermit can attack this turn as though it didn't have defender.",['Creature']
Highway Robber,['B'],['B'],4.0,19526.0,nan,2,"['Human', 'Mercenary']","When Highway Robber enters the battlefield, target opponent loses 2 life and you gain 2 life.",['Creature']
"Higure, the Still Wind",['U'],['U'],5.0,3604.0,['Ninjutsu'],3,"['Human', 'Ninja']","Ninjutsu {2}{U}{U} ({2}{U}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Higure, the Still Wind deals combat damage to a player, you may search your library for a Ninja card, reveal it, put it into your hand, then shuffle.
{2}: Target Ninja creature can't be blocked this turn.",['Creature']
"Higure, the Still Wind Avatar",[],[],0.0,,nan,,[],"Whenever a nontoken creature you control deals combat damage to an opponent, choose a creature card at random from your library, reveal that card, put it into your hand, then shuffle.",['Vanguard']
Hijack,['R'],['R'],3.0,6012.0,nan,,[],Gain control of target artifact or creature until end of turn. Untap it. It gains haste until end of turn.,['Sorcery']
"Hikari, Twilight Guardian",['W'],['W'],5.0,18077.0,['Flying'],4,['Spirit'],"Flying
Whenever you cast a Spirit or Arcane spell, you may exile Hikari, Twilight Guardian. If you do, return it to the battlefield under its owner's control at the beginning of the next end step.",['Creature']
Hill Giant,['R'],['R'],4.0,22174.0,nan,3,['Giant'],,['Creature']
Hillcomber Giant,['W'],['W'],4.0,22493.0,['Mountainwalk'],3,"['Giant', 'Scout']",Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),['Creature']
Hindering Light,"['U', 'W']","['U', 'W']",2.0,6387.0,nan,,[],"Counter target spell that targets you or a permanent you control.
Draw a card.",['Instant']
Hindering Touch,['U'],['U'],4.0,15905.0,['Storm'],,[],"Counter target spell unless its controller pays {2}.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",['Instant']
Hindervines,['G'],['G'],3.0,14724.0,nan,,[],Prevent all combat damage that would be dealt this turn by creatures with no +1/+1 counters on them.,['Instant']
Hint of Insanity,['B'],['B'],3.0,23589.0,nan,,[],Target player reveals their hand. That player discards all nonland cards with the same name as another card in their hand.,['Sorcery']
Hinterland Drake,['U'],['U'],3.0,21559.0,['Flying'],2,['Drake'],"Flying
Hinterland Drake can't block artifact creatures.",['Creature']
Hinterland Hermit // Hinterland Scourge,['R'],['R'],2.0,16878.0,['Transform'],2,"['Human', 'Werewolf']","At the beginning of each upkeep, if no spells were cast last turn, transform Hinterland Hermit.",['Creature']
Hinterland Logger // Timber Shredder,['G'],['G'],2.0,14602.0,['Transform'],2,"['Human', 'Werewolf']","At the beginning of each upkeep, if no spells were cast last turn, transform Hinterland Logger.",['Creature']
Hired Blade,['B'],['B'],3.0,18773.0,['Flash'],3,"['Human', 'Assassin']",Flash (You may cast this spell any time you could cast an instant.),['Creature']
Hired Giant,['R'],['R'],4.0,13765.0,nan,4,['Giant'],"When Hired Giant enters the battlefield, each other player may search their library for a land card and put that card onto the battlefield. Then each player who searched their library this way shuffles.",['Creature']
Hired Muscle // Scarmaker,['B'],['B'],3.0,,nan,2,"['Human', 'Warrior']","Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Hired Muscle.
At the beginning of the end step, if there are two or more ki counters on Hired Muscle, you may flip it.",['Creature']
Hired Poisoner,['B'],['B'],1.0,9801.0,['Deathtouch'],1,"['Human', 'Assassin']",Deathtouch,['Creature']
Hired Torturer,['B'],['B'],3.0,21642.0,['Defender'],2,"['Human', 'Rogue']","Defender
{3}{B}, {T}: Target opponent loses 2 life, then reveals a card at random from their hand.",['Creature']
Hisoka's Defiance,['U'],['U'],2.0,24198.0,nan,,[],Counter target Spirit or Arcane spell.,['Instant']
Hisoka's Guard,['U'],['U'],2.0,19443.0,nan,1,"['Human', 'Wizard']","You may choose not to untap Hisoka's Guard during your untap step.
{1}{U}, {T}: Target creature you control other than Hisoka's Guard has shroud for as long as Hisoka's Guard remains tapped. (It can't be the target of spells or abilities.)",['Creature']
"Hisoka, Minamo Sensei",['U'],['U'],4.0,18705.0,nan,1,"['Human', 'Wizard']","{2}{U}, Discard a card: Counter target spell if it has the same mana value as the discarded card.",['Creature']
Hissing Miasma,['B'],['B'],3.0,6010.0,nan,,[],"Whenever a creature attacks you, its controller loses 1 life.",['Enchantment']
Hissing Quagmire,"['B', 'G']",[],0.0,3793.0,nan,,[],"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",['Land']
Historian of Zhalfir,['U'],['U'],4.0,21432.0,nan,3,"['Human', 'Wizard']","Whenever Historian of Zhalfir attacks, if you control a Teferi planeswalker, draw a card.",['Creature']
History of Benalia,['W'],['W'],3.0,6557.0,nan,,['Saga'],"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Create a 2/2 white Knight creature token with vigilance.
III — Knights you control get +2/+1 until end of turn.",['Enchantment']
Hit // Run,"['B', 'G', 'R']","['R', 'G']",8.0,18308.0,nan,,[],Attacking creatures you control get +1/+0 until end of turn for each other attacking creature.,['Instant']
Hitchclaw Recluse,['G'],['G'],3.0,15450.0,['Reach'],1,['Spider'],Reach,['Creature']
Hive Mind,['U'],['U'],6.0,5896.0,nan,,[],"Whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for their copy.",['Enchantment']
Hivestone,[],[],2.0,12412.0,nan,,[],Creatures you control are Slivers in addition to their other creature types.,['Artifact']
Hivis of the Scale,['R'],['R'],5.0,22227.0,nan,3,"['Viashino', 'Shaman']","You may choose not to untap Hivis of the Scale during your untap step.
{T}: Gain control of target Dragon for as long as you control Hivis and Hivis remains tapped.",['Creature']
"Hixus, Prison Warden",['W'],['W'],5.0,14449.0,['Flash'],4,"['Human', 'Soldier']","Flash (You may cast this spell any time you could cast an instant.)
Whenever a creature deals combat damage to you, if Hixus, Prison Warden entered the battlefield this turn, exile that creature until Hixus leaves the battlefield. (That creature returns under its owner's control.)",['Creature']
Hoard Hauler,['R'],['R'],4.0,5654.0,"['Crew', 'Trample']",5,['Vehicle'],"Trample
Whenever Hoard Hauler deals combat damage to a player, create a Treasure token for each artifact they control.
Crew 3",['Artifact']
Hoard Robber,['B'],['B'],2.0,5376.0,nan,1,"['Tiefling', 'Rogue']","Whenever Hoard Robber deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",['Creature']
Hoarder's Greed,['B'],['B'],4.0,16048.0,['Clash'],,[],"You lose 2 life and draw two cards, then clash with an opponent. If you win, repeat this process. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)",['Sorcery']
Hoarding Dragon,['R'],['R'],5.0,5165.0,['Flying'],4,['Dragon'],"Flying
When Hoarding Dragon enters the battlefield, you may search your library for an artifact card, exile it, then shuffle.
When Hoarding Dragon dies, you may put the exiled card into its owner's hand.",['Creature']
Hobble,['W'],['W'],3.0,15963.0,['Enchant'],,['Aura'],"Enchant creature
When Hobble enters the battlefield, draw a card.
Enchanted creature can't attack.
Enchanted creature can't block if it's black.",['Enchantment']
Hobblefiend,['R'],['R'],2.0,9120.0,['Trample'],2,['Devil'],"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
{1}, Sacrifice another creature: Put a +1/+1 counter on Hobblefiend.",['Creature']
Hobgoblin Dragoon,"['R', 'W']","['R', 'W']",3.0,19727.0,"['First strike', 'Flying']",1,"['Goblin', 'Knight']","Flying, first strike",['Creature']
Hofri Ghostforge,"['R', 'W']","['R', 'W']",5.0,3864.0,nan,4,"['Dwarf', 'Cleric']","Spirits you control get +1/+1 and have trample and haste.
Whenever another nontoken creature you control dies, exile it. If you do, create a token that's a copy of that creature, except it's a Spirit in addition to its other types and it has ""When this creature leaves the battlefield, return the exiled card to its owner's graveyard.""",['Creature']
"Hogaak, Arisen Necropolis","['B', 'G']","['B', 'G']",7.0,6945.0,"['Convoke', 'Delve', 'Trample']",8,['Avatar'],"You can't spend mana to cast this spell.
Convoke, delve (Each creature you tap while casting this spell pays for {1} or one mana of that creature's color. Each card you exile from your graveyard pays for {1}.)
You may cast Hogaak, Arisen Necropolis from your graveyard.
Trample",['Creature']
"Hokori, Dust Drinker",['W'],['W'],4.0,7060.0,nan,2,['Spirit'],"Lands don't untap during their controllers' untap steps.
At the beginning of each player's upkeep, that player untaps a land they control.",['Creature']
Hold at Bay,['W'],['W'],2.0,19760.0,nan,,[],Prevent the next 7 damage that would be dealt to any target this turn.,['Instant']
Hold the Gates,['W'],['W'],3.0,10339.0,nan,,[],Creatures you control get +0/+1 for each Gate you control and have vigilance.,['Enchantment']
Hold the Line,['W'],['W'],3.0,12478.0,nan,,[],Blocking creatures get +7/+7 until end of turn.,['Instant']
Holdout Settlement,[],[],0.0,2729.0,nan,,[],"{T}: Add {C}. ({C} represents colorless mana.)
{T}, Tap an untapped creature you control: Add one mana of any color.",['Land']
Holistic Wisdom,['G'],['G'],3.0,12473.0,nan,,[],"{2}, Exile a card from your hand: Return target card from your graveyard to your hand if it shares a card type with the card exiled this way. (Artifact, creature, enchantment, instant, land, planeswalker, sorcery, and tribal are card types.)",['Enchantment']
Hollow Dogs,['B'],['B'],5.0,22938.0,nan,3,"['Phyrexian', 'Zombie', 'Dog']","Whenever Hollow Dogs attacks, it gets +2/+0 until end of turn.",['Creature']
